image,has_span,n_gt_rows,n_gt_cols,n_gt_spans,row_mean_iou,row_recall,row_precision,row_f1,col_mean_iou,col_recall,col_precision,col_f1,span_mean_iou,span_recall,span_precision,span_f1,cell_mean_iou,cell_recall,cell_precision,cell_f1,span_cell_mean_iou,span_cell_recall,span_cell_f1,nonspan_cell_mean_iou,nonspan_cell_recall,nonspan_cell_f1,n_gt_cells,n_pred_cells
PMC3312350_table_1,False,10,2,0,0.9625914752483368,1.0,1.0,1.0,0.9696941375732422,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9566297411918641,1.0,1.0,1.0,0.0,0.0,0.0,0.9566297411918641,1.0,1.0,20,20
PMC3313939_table_4,True,10,4,5,0.9633216321468353,1.0,1.0,1.0,0.973027765750885,1.0,1.0,1.0,0.9388712406158447,1.0,0.8333333333333334,0.9090909090909091,0.8771453653321122,0.9090909090909091,0.967741935483871,0.9374999999999999,0.9388712406158447,1.0,1.1111111111111112,0.8661228876028743,0.8928571428571429,0.9259259259259259,33,31
PMC3314639_table_0,True,7,5,2,0.9648507237434387,1.0,1.0,1.0,0.9695525765419006,1.0,1.0,1.0,0.9592222571372986,1.0,1.0,1.0,0.9453816529243223,1.0,1.0,1.0,0.9592222571372986,1.0,1.0,0.9444271284958412,1.0,1.0,31,31
PMC3329540_table_0,False,3,9,0,0.8887264927228292,1.0,1.0,1.0,0.9352349042892456,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8771865897708468,1.0,1.0,1.0,0.0,0.0,0.0,0.8771865897708468,1.0,1.0,27,27
PMC3338812_table_2,True,10,8,4,0.9361547291278839,1.0,1.0,1.0,0.9506737887859344,1.0,1.0,1.0,0.8645683377981186,1.0,1.0,1.0,0.9074520154579265,1.0,1.0,1.0,0.8645683377981186,1.0,1.0,0.9099025113242013,1.0,1.0,74,74
PMC3339393_table_16,False,4,3,0,0.9487126469612122,1.0,1.0,1.0,0.9495353897412618,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9432584593693415,1.0,1.0,1.0,0.0,0.0,0.0,0.9432584593693415,1.0,1.0,12,12
PMC3343907_table_0,False,3,5,0,0.955057422320048,1.0,1.0,1.0,0.9709921956062317,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9439143141110738,1.0,1.0,1.0,0.0,0.0,0.0,0.9439143141110738,1.0,1.0,15,15
PMC3349596_table_1,True,6,7,2,0.9511195421218872,1.0,1.0,1.0,0.9260972738265991,1.0,1.0,1.0,0.8360766768455505,1.0,0.6666666666666666,0.8,0.8924183092619243,1.0,1.0,1.0,0.8360766768455505,1.0,1.0,0.8955483999517229,1.0,1.0,38,38
PMC3352301_table_0,True,30,5,4,0.9157906949520112,1.0,0.967741935483871,0.9836065573770492,0.9722159147262573,1.0,1.0,1.0,0.9189188778400421,1.0,1.0,1.0,0.9017572888772781,1.0,0.9668874172185431,0.9831649831649832,0.9189188778400421,1.0,1.0,0.9012738638360736,1.0,0.9861111111111112,146,151
PMC3353467_table_0,False,5,4,0,0.9768360733985901,1.0,1.0,1.0,0.9677661806344986,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9595795482397079,1.0,1.0,1.0,0.0,0.0,0.0,0.9595795482397079,1.0,1.0,20,20
PMC3359281_table_2,False,7,14,0,0.9446045500891549,1.0,1.0,1.0,0.8731924593448639,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8500185961626014,1.0,1.0,1.0,0.0,0.0,0.0,0.8500185961626014,1.0,1.0,98,98
PMC3362167_table_1,False,6,4,0,0.9407287438710531,1.0,1.0,1.0,0.9751154482364655,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9382371033231417,1.0,1.0,1.0,0.0,0.0,0.0,0.9382371033231417,1.0,1.0,24,24
PMC3365066_table_1,True,11,4,7,0.9310353127392855,1.0,1.0,1.0,0.956328347325325,1.0,1.0,1.0,0.9119094610214233,1.0,1.0,1.0,0.9092372881399619,1.0,1.0,1.0,0.9119094610214233,1.0,1.0,0.9086137811342875,1.0,1.0,37,37
PMC3377620_table_1,False,17,3,0,0.9528200731557959,1.0,1.0,1.0,0.9657750328381857,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9352887413081001,1.0,1.0,1.0,0.0,0.0,0.0,0.9352887413081001,1.0,1.0,51,51
PMC3380946_table_3,False,14,7,0,0.475374025957925,0.5714285714285714,0.6153846153846154,0.5925925925925927,0.8833475623811994,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4397597264270393,0.3469387755102041,0.37362637362637363,0.3597883597883598,0.0,0.0,0.0,0.4397597264270393,0.3469387755102041,0.3597883597883598,98,91
PMC3384930_table_3,False,5,6,0,0.8522783875465393,1.0,1.0,1.0,0.9283016622066498,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8288691838582357,1.0,1.0,1.0,0.0,0.0,0.0,0.8288691838582357,1.0,1.0,30,30
PMC3393213_table_0,False,9,5,0,0.9610099063979255,1.0,1.0,1.0,0.9705199241638184,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9457288901011149,1.0,1.0,1.0,0.0,0.0,0.0,0.9457288901011149,1.0,1.0,45,45
PMC3402933_table_4,False,43,4,0,0.6853383398333261,0.8372093023255814,0.7058823529411765,0.7659574468085107,0.9677362442016602,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6716234171113302,0.75,0.6323529411764706,0.6861702127659575,0.0,0.0,0.0,0.6716234171113302,0.75,0.6861702127659575,172,204
PMC3410926_table_1,False,9,4,0,0.9567363725768195,1.0,1.0,1.0,0.9797186404466629,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9539743545982573,1.0,1.0,1.0,0.0,0.0,0.0,0.9539743545982573,1.0,1.0,36,36
PMC3415056_table_1,True,34,4,22,0.73468297281686,0.7352941176470589,0.6410256410256411,0.6849315068493151,0.945504754781723,1.0,1.0,1.0,0.5057561289180409,0.5909090909090909,0.8666666666666667,0.7027027027027029,0.6944906968664337,0.7032967032967034,0.5039370078740157,0.5871559633027522,0.6477473737163977,0.5909090909090909,0.5,0.7093943651171698,0.7391304347826086,0.6181818181818182,91,127
PMC3420916_table_0,True,22,9,8,0.8905246718363329,1.0,1.0,1.0,0.9419393274519179,1.0,1.0,1.0,0.8935724496841431,1.0,1.0,1.0,0.8529218949906813,1.0,1.0,1.0,0.8935724496841431,1.0,1.0,0.8510635839189802,1.0,1.0,183,183
PMC3432071_table_0,True,38,6,16,0.8293896693932382,1.0,0.8636363636363636,0.9268292682926829,0.9697773158550262,1.0,1.0,1.0,0.8566605485975742,1.0,0.8421052631578947,0.9142857142857143,0.8196572787198589,1.0,0.8577586206896551,0.9234338747099767,0.8566605485975742,1.0,0.9411764705882353,0.8164220201513155,1.0,0.9242424242424242,199,232
PMC3436823_table_0,False,16,3,0,0.9452455751597881,1.0,1.0,1.0,0.9705950220425924,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9363017293314139,1.0,1.0,1.0,0.0,0.0,0.0,0.9363017293314139,1.0,1.0,48,48
PMC3438170_table_0,True,18,3,1,0.9256001744005415,1.0,1.0,1.0,0.9829164942105612,1.0,1.0,1.0,0.9375066161155701,1.0,0.5,0.6666666666666666,0.7664095212547284,0.8301886792452831,0.9777777777777777,0.8979591836734695,0.9375066161155701,1.0,1.0,0.7631191925074046,0.8269230769230769,0.8958333333333334,53,45
PMC3440341_table_0,True,34,3,3,0.9005684449392206,1.0,0.8947368421052632,0.9444444444444444,0.9865828553835551,1.0,1.0,1.0,0.9153932332992554,1.0,0.75,0.8571428571428571,0.8960801483404757,1.0,0.8839285714285714,0.9383886255924171,0.9153932332992554,1.0,1.0,0.8954766144355139,1.0,0.9411764705882353,99,112
PMC3447295_table_4,False,8,2,0,0.9559632688760757,1.0,1.0,1.0,0.9495646357536316,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9258594810962677,1.0,1.0,1.0,0.0,0.0,0.0,0.9258594810962677,1.0,1.0,16,16
PMC3447686_table_0,False,7,5,0,0.8831870300429208,1.0,1.0,1.0,0.9369307518005371,1.0,0.8333333333333334,0.9090909090909091,0.0,1.0,1.0,1.0,0.9320780651909965,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,0.0,0.9320780651909965,1.0,0.9090909090909091,35,42
PMC3448603_table_1,True,10,10,1,0.9489167511463166,1.0,1.0,1.0,0.908498227596283,1.0,1.0,1.0,0.8766997456550598,1.0,1.0,1.0,0.8801940631384801,1.0,1.0,1.0,0.8766997456550598,1.0,1.0,0.8802297194393314,1.0,1.0,99,99
PMC3458288_table_0,True,7,5,3,0.9468996013913836,1.0,1.0,1.0,0.9453707456588745,1.0,1.0,1.0,0.5907975435256958,0.6666666666666666,1.0,0.8,0.9027552483603358,0.96875,0.9393939393939394,0.9538461538461539,0.7557733754316965,0.6666666666666666,0.6666666666666666,0.9179602696977812,1.0,1.0,32,33
PMC3460742_table_7,True,9,7,3,0.9052813318040636,1.0,1.0,1.0,0.9502150586673191,1.0,1.0,1.0,0.8788650631904602,1.0,1.0,1.0,0.8833360373973846,1.0,1.0,1.0,0.8788650631904602,1.0,1.0,0.8835799087177624,1.0,1.0,58,58
PMC3461471_table_2,True,5,5,2,0.9547777295112609,1.0,1.0,1.0,0.9332416653633118,1.0,1.0,1.0,0.4325970709323883,0.5,0.5,0.5,0.9017727198925886,0.9545454545454546,0.9130434782608695,0.9333333333333332,0.6620979756116867,0.5,0.5,0.9257401943206787,1.0,1.0,22,23
PMC3467280_table_0,False,14,4,0,0.9584602032388959,1.0,1.0,1.0,0.9755914807319641,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9511821546724865,1.0,1.0,1.0,0.0,0.0,0.0,0.9511821546724865,1.0,1.0,56,56
PMC3468408_table_2,True,5,7,4,0.9501842021942138,1.0,1.0,1.0,0.9502869674137661,1.0,1.0,1.0,0.9012752622365952,1.0,1.0,1.0,0.9303683523208864,1.0,1.0,1.0,0.9012752622365952,1.0,1.0,0.9346784397407815,1.0,1.0,31,31
PMC3470558_table_1,True,15,4,1,0.928013535340627,1.0,1.0,1.0,0.8770655542612076,1.0,1.0,1.0,0.7278913855552673,1.0,1.0,1.0,0.825877621012219,1.0,1.0,1.0,0.7278913855552673,1.0,1.0,0.827567038864925,1.0,1.0,59,59
PMC3471998_table_2,True,7,5,2,0.9466541494641986,1.0,1.0,1.0,0.9735276341438294,1.0,1.0,1.0,0.9266010224819183,1.0,1.0,1.0,0.9399293245691241,1.0,1.0,1.0,0.9266010224819183,1.0,1.0,0.9407892150263633,1.0,1.0,33,33
PMC3478812_table_3,True,5,2,1,0.6620221257209777,0.8,1.0,0.888888888888889,0.9851881265640259,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6376444556646876,0.7777777777777778,0.875,0.823529411764706,0.6253830194473267,1.0,1.0,0.6391771351918578,0.75,0.7999999999999999,9,8
PMC3480454_table_1,False,3,4,0,0.9586092829704285,1.0,1.0,1.0,0.9698466658592224,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9595846583445867,1.0,1.0,1.0,0.0,0.0,0.0,0.9595846583445867,1.0,1.0,12,12
PMC3480840_table_3,False,17,3,0,0.950758183703703,1.0,1.0,1.0,0.9335547486941019,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8983598561847911,1.0,1.0,1.0,0.0,0.0,0.0,0.8983598561847911,1.0,1.0,51,51
PMC3482696_table_2,False,14,7,0,0.9061887264251709,1.0,1.0,1.0,0.9338971546718052,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8582443643589409,1.0,1.0,1.0,0.0,0.0,0.0,0.8582443643589409,1.0,1.0,98,98
PMC3483198_table_0,False,11,8,0,0.9460367614572699,1.0,1.0,1.0,0.9411323964595795,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9025523337450895,1.0,1.0,1.0,0.0,0.0,0.0,0.9025523337450895,1.0,1.0,88,88
PMC3506454_table_0,False,7,2,0,0.8502398388726371,1.0,0.7,0.8235294117647058,0.7821085453033447,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8556401687008994,1.0,0.7777777777777778,0.8750000000000001,0.0,0.0,0.0,0.8556401687008994,1.0,0.8750000000000001,14,18
PMC3511217_table_0,False,18,2,0,0.9340348045031229,1.0,1.0,1.0,0.9848539233207703,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9288535101546181,1.0,1.0,1.0,0.0,0.0,0.0,0.9288535101546181,1.0,1.0,36,36
PMC3521742_table_0,False,19,2,0,0.9340249300003052,1.0,1.0,1.0,0.9601490795612335,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9080522248619481,1.0,1.0,1.0,0.0,0.0,0.0,0.9080522248619481,1.0,1.0,38,38
PMC3523569_table_0,True,12,4,2,0.9121048500140508,1.0,0.9230769230769231,0.9600000000000001,0.8995196670293808,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8344341999954648,0.9777777777777777,0.8461538461538461,0.9072164948453608,0.6643001586198807,0.5,0.5,0.8423474112222361,1.0,0.9347826086956522,45,52
PMC3526460_table_3,False,27,4,0,0.962295655851011,1.0,1.0,1.0,0.9828043282032013,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9526617504932262,1.0,1.0,1.0,0.0,0.0,0.0,0.9526617504932262,1.0,1.0,108,108
PMC3528451_table_3,True,9,4,3,0.9095157119962904,1.0,1.0,1.0,0.9750035852193832,1.0,1.0,1.0,0.9426007270812988,1.0,1.0,1.0,0.906011270754265,1.0,1.0,1.0,0.9426007270812988,1.0,1.0,0.9023523251215617,1.0,1.0,33,33
PMC3532215_table_0,False,11,3,0,0.9729034033688632,1.0,1.0,1.0,0.9823249379793803,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9680477200132428,1.0,1.0,1.0,0.0,0.0,0.0,0.9680477200132428,1.0,1.0,33,33
PMC3533800_table_1,False,8,4,0,0.8532521650195122,1.0,1.0,1.0,0.9482767879962921,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8348902016878128,1.0,1.0,1.0,0.0,0.0,0.0,0.8348902016878128,1.0,1.0,32,32
PMC3544577_table_1,True,7,6,4,0.921027421951294,1.0,1.0,1.0,0.9606762131055196,1.0,1.0,1.0,0.9184999465942383,1.0,1.0,1.0,0.9088085215342673,1.0,1.0,1.0,0.9184999465942383,1.0,1.0,0.907668353880153,1.0,1.0,38,38
PMC3548827_table_2,True,22,11,12,0.9480421461842277,1.0,1.0,1.0,0.94084125215357,1.0,1.0,1.0,0.9088728229204813,1.0,0.9230769230769231,0.9600000000000001,0.8988765326413242,1.0,0.995475113122172,0.9977324263038548,0.9088728229204813,1.0,1.0,0.8982998235867574,1.0,1.0,220,221
PMC3558483_table_1,False,26,4,0,0.8972070515155792,1.0,1.0,1.0,0.9241489320993423,1.0,0.8,0.888888888888889,0.0,1.0,0.0,0.0,0.8708600178360939,1.0,0.859504132231405,0.9244444444444445,0.0,0.0,0.0,0.8708600178360939,1.0,0.9244444444444445,104,121
PMC3561065_table_1,True,10,5,3,0.8389280736446381,1.0,1.0,1.0,0.95262051820755,1.0,1.0,1.0,0.8910518089930216,1.0,1.0,1.0,0.8218530362302606,1.0,1.0,1.0,0.8910518089930216,1.0,1.0,0.8167897113939611,1.0,1.0,44,44
PMC3565888_table_2,False,10,5,0,0.9725399792194367,1.0,1.0,1.0,0.9808361887931824,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9634704196453094,1.0,1.0,1.0,0.0,0.0,0.0,0.9634704196453094,1.0,1.0,50,50
PMC3575293_table_2,True,10,9,1,0.9415097713470459,1.0,1.0,1.0,0.9511712325943841,1.0,1.0,1.0,0.9610178470611572,1.0,0.125,0.2222222222222222,0.8041136639841487,0.9213483146067416,1.0,0.9590643274853802,0.9610178470611572,1.0,1.0,0.8023306619037281,0.9204545454545454,0.9585798816568047,89,82
PMC3583834_table_2,True,12,5,9,0.92249729235967,1.0,1.0,1.0,0.9709441184997558,1.0,1.0,1.0,0.9389505187670389,1.0,1.0,1.0,0.9225251351793607,1.0,1.0,1.0,0.9389505187670389,1.0,1.0,0.9187346620437427,1.0,1.0,48,48
PMC3584827_table_3,False,7,5,0,0.940479210444859,1.0,1.0,1.0,0.9564271569252014,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9208704199109758,1.0,1.0,1.0,0.0,0.0,0.0,0.9208704199109758,1.0,1.0,35,35
PMC3585325_table_0,True,14,6,6,0.8824146645409721,1.0,1.0,1.0,0.968342532714208,1.0,1.0,1.0,0.909869541724523,1.0,0.6666666666666666,0.8,0.8465291139197676,0.9863013698630136,0.972972972972973,0.979591836734694,0.909869541724523,1.0,1.0,0.8408568368029239,0.9850746268656716,0.9850746268656716,73,74
PMC3590500_table_0,False,10,2,0,0.8626659035682678,1.0,1.0,1.0,0.9951242506504059,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8624834060668946,1.0,1.0,1.0,0.0,0.0,0.0,0.8624834060668946,1.0,1.0,20,20
PMC3596303_table_0,True,13,6,1,0.9578841832967905,1.0,1.0,1.0,0.9760599831740061,1.0,1.0,1.0,0.9170490503311157,1.0,1.0,1.0,0.943712859184711,1.0,1.0,1.0,0.9170490503311157,1.0,1.0,0.9440636987748899,1.0,1.0,77,77
PMC3599895_table_0,False,7,2,0,0.9398500919342041,1.0,1.0,1.0,0.9773847162723541,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9405011364391872,1.0,1.0,1.0,0.0,0.0,0.0,0.9405011364391872,1.0,1.0,14,14
PMC3602958_table_5,False,14,2,0,0.8956482112407684,1.0,1.0,1.0,0.9794098436832428,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8891732884304864,1.0,1.0,1.0,0.0,0.0,0.0,0.8891732884304864,1.0,1.0,28,28
PMC3608654_table_4,True,17,5,3,0.9368286483428058,1.0,1.0,1.0,0.9578526258468628,1.0,1.0,1.0,0.8978392680486044,1.0,1.0,1.0,0.9096552293475081,1.0,1.0,1.0,0.8978392680486044,1.0,1.0,0.9101039367386058,1.0,1.0,82,82
PMC3614478_table_6,True,7,3,3,0.8675003520080021,0.8571428571428571,0.75,0.7999999999999999,0.967883030573527,1.0,1.0,1.0,0.7728569507598877,1.0,1.0,1.0,0.8553959760400984,0.9444444444444444,1.0,0.9714285714285714,0.7728569507598877,1.0,1.2,0.8719037810961405,0.9333333333333333,0.9655172413793104,18,17
PMC3614987_table_0,False,31,2,0,0.922204186839442,1.0,1.0,1.0,0.9754576086997986,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.919000594846664,1.0,1.0,1.0,0.0,0.0,0.0,0.919000594846664,1.0,1.0,62,62
PMC3616988_table_1,True,11,10,13,0.9171362898566506,1.0,1.0,1.0,0.895726889371872,1.0,1.0,1.0,0.8640231398435739,1.0,0.8125,0.896551724137931,0.8433410370101532,1.0,0.9696969696969697,0.9846153846153847,0.8640231398435739,1.0,1.0,0.8401016715061234,1.0,0.988095238095238,96,99
PMC3637411_table_1,False,8,6,0,0.9333170503377914,1.0,1.0,1.0,0.9499622086683909,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9030667692422867,1.0,1.0,1.0,0.0,0.0,0.0,0.9030667692422867,1.0,1.0,48,48
PMC3638621_table_1,False,25,2,0,0.7337877869606018,0.84,0.84,0.8399999999999999,0.9886345863342285,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7338190042972564,0.84,0.84,0.8399999999999999,0.0,0.0,0.0,0.7338190042972564,0.84,0.8399999999999999,50,50
PMC3638621_table_2,False,25,4,0,0.8597642540931701,1.0,1.0,1.0,0.9689161479473114,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.840502997636795,1.0,1.0,1.0,0.0,0.0,0.0,0.840502997636795,1.0,1.0,100,100
PMC3640901_table_1,False,7,4,0,0.942437367779868,1.0,1.0,1.0,0.9831714630126953,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9406748243740627,1.0,1.0,1.0,0.0,0.0,0.0,0.9406748243740627,1.0,1.0,28,28
PMC3641966_table_2,True,42,7,4,0.8423253837085906,1.0,0.8235294117647058,0.9032258064516129,0.9563707453863961,1.0,1.0,1.0,0.8946862518787384,1.0,1.0,1.0,0.8138707402451285,0.9793103448275862,0.8045325779036827,0.8833592534992224,0.8946862518787384,1.0,1.0,0.8127404533691339,0.9790209790209791,0.8832807570977917,290,353
PMC3644285_table_2,True,32,5,5,0.8894918747246265,1.0,1.0,1.0,0.970824921131134,1.0,1.0,1.0,0.9329112291336059,1.0,1.0,1.0,0.8745688146160495,1.0,1.0,1.0,0.9329112291336059,1.0,1.0,0.8726240674654643,1.0,1.0,155,155
PMC3651087_table_1,False,5,9,0,0.9435035347938537,1.0,1.0,1.0,0.9408401979340447,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9189415680037605,1.0,1.0,1.0,0.0,0.0,0.0,0.9189415680037605,1.0,1.0,45,45
PMC3651293_table_0,False,25,5,0,0.9269266176223755,1.0,1.0,1.0,0.9597817420959472,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9002041015625,1.0,1.0,1.0,0.0,0.0,0.0,0.9002041015625,1.0,1.0,125,125
PMC3655107_table_2,True,10,8,3,0.9006776213645935,1.0,1.0,1.0,0.9356428980827332,1.0,1.0,1.0,0.9424923459688822,1.0,0.75,0.8571428571428571,0.8837601463584339,1.0,0.9855072463768116,0.9927007299270074,0.9424923459688822,1.0,1.0,0.8810494294533363,1.0,1.0,68,69
PMC3661577_table_1,True,15,5,3,0.9320200244585674,1.0,1.0,1.0,0.9607202768325805,1.0,1.0,1.0,0.9174468715985616,1.0,1.0,1.0,0.9124512498577436,1.0,1.0,1.0,0.9174468715985616,1.0,1.0,0.9122340489124906,1.0,1.0,72,72
PMC3665256_table_0,False,3,2,0,0.9401388168334961,1.0,1.0,1.0,0.9365018308162689,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9154702226320902,1.0,1.0,1.0,0.0,0.0,0.0,0.9154702226320902,1.0,1.0,6,6
PMC3674896_table_1,True,22,5,3,0.9627805162559856,1.0,1.0,1.0,0.9726262807846069,1.0,1.0,1.0,0.9072948694229126,1.0,1.0,1.0,0.9478472802998885,1.0,1.0,1.0,0.9072948694229126,1.0,1.0,0.9490284184807712,1.0,1.0,106,106
PMC3684599_table_0,True,17,7,4,0.9468160762506372,1.0,1.0,1.0,0.9569762008530753,1.0,1.0,1.0,0.9387234151363373,1.0,1.0,1.0,0.922596666087275,1.0,1.0,1.0,0.9387234151363373,1.0,1.0,0.9220155219773989,1.0,1.0,115,115
PMC3686617_table_0,True,8,6,5,0.9635964930057526,1.0,1.0,1.0,0.9715854227542877,1.0,1.0,1.0,0.9405400872230529,1.0,0.8333333333333334,0.9090909090909091,0.9217980150566545,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.9405400872230529,1.0,1.1111111111111112,0.9193319529294968,0.9473684210526315,0.9599999999999999,43,42
PMC3695848_table_0,False,5,3,0,0.9276063919067383,1.0,1.0,1.0,0.9400539000829061,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8947126587231954,1.0,1.0,1.0,0.0,0.0,0.0,0.8947126587231954,1.0,1.0,15,15
PMC3695856_table_1,True,36,4,12,0.8725781324836943,1.0,0.8571428571428571,0.923076923076923,0.9479010999202728,1.0,1.0,1.0,0.6525873293479284,0.8333333333333334,1.0,0.9090909090909091,0.8250614478588104,0.976,0.8356164383561644,0.9003690036900369,0.7322441215316454,0.8333333333333334,0.7692307692307692,0.8349181550793943,0.9911504424778761,0.9180327868852459,125,146
PMC3699378_table_0,False,9,6,0,0.9612847367922465,1.0,1.0,1.0,0.982343057791392,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9588618278503418,1.0,1.0,1.0,0.0,0.0,0.0,0.9588618278503418,1.0,1.0,54,54
PMC3699378_table_1,False,6,6,0,0.9208224813143412,1.0,1.0,1.0,0.9572096864382426,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.90212715168794,1.0,1.0,1.0,0.0,0.0,0.0,0.90212715168794,1.0,1.0,36,36
PMC3699476_table_0,True,7,4,2,0.9206113219261169,1.0,1.0,1.0,0.9596562832593918,1.0,1.0,1.0,0.9330276548862457,1.0,1.0,1.0,0.9040027832984925,1.0,1.0,1.0,0.9330276548862457,1.0,1.0,0.9014788814212965,1.0,1.0,25,25
PMC3704517_table_0,False,31,4,0,0.6555043478165904,0.7419354838709677,0.5227272727272727,0.6133333333333333,0.8966013640165329,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5876381130468461,0.6370967741935484,0.4647058823529412,0.5374149659863946,0.0,0.0,0.0,0.5876381130468461,0.6370967741935484,0.5374149659863946,124,170
PMC4344310_table_9,True,7,9,3,0.9659966400691441,1.0,1.0,1.0,0.942368765672048,1.0,1.0,1.0,0.9492744406064352,1.0,1.0,1.0,0.9244398751429149,1.0,1.0,1.0,0.9492744406064352,1.0,1.0,0.9230341450223383,1.0,1.0,56,56
PMC4347569_table_0,True,17,4,3,0.9583471908288843,1.0,1.0,1.0,0.9828129410743713,1.0,1.0,1.0,0.9047939976056417,1.0,0.6,0.7499999999999999,0.9055786453760587,0.9384615384615385,0.9682539682539683,0.953125,0.9047939976056417,1.0,1.2,0.9056166122036595,0.9354838709677419,0.9508196721311476,65,63
PMC4349827_table_2,True,21,13,6,0.7968292974290394,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.7809967719591581,0.9230769230769231,0.8571428571428571,0.888888888888889,0.8008248408635458,1.0,0.8571428571428571,0.923076923076923,0.6378471148148012,0.7228464419475655,0.6701388888888888,0.6954954954954955,0.8008248408635458,1.0,1.0,0.634100500422876,0.7164750957854407,0.6900369003690038,267,288
PMC4351901_table_0,False,6,3,0,0.5576234459877014,0.6666666666666666,0.8,0.7272727272727272,0.9668712417284647,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5566419512033463,0.6666666666666666,0.8,0.7272727272727272,0.0,0.0,0.0,0.5566419512033463,0.6666666666666666,0.7272727272727272,18,15
PMC4356560_table_4,False,3,7,0,0.9221672614415487,1.0,1.0,1.0,0.9360146607671466,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8958238959312439,1.0,1.0,1.0,0.0,0.0,0.0,0.8958238959312439,1.0,1.0,21,21
PMC4357215_table_1,True,13,3,3,0.9141652308977567,1.0,1.0,1.0,0.9750267267227173,1.0,1.0,1.0,0.7886561155319214,1.0,1.0,1.0,0.8192326445733348,0.9032258064516129,1.0,0.9491525423728813,0.7886561155319214,1.0,1.2,0.8225087012563433,0.8928571428571429,0.9433962264150945,31,28
PMC4358912_table_0,True,5,7,3,0.9291542410850525,1.0,1.0,1.0,0.943164587020874,1.0,1.0,1.0,0.9119215210278829,1.0,1.0,1.0,0.9093034844845533,1.0,1.0,1.0,0.9119215210278829,1.0,1.0,0.909032653118002,1.0,1.0,32,32
PMC4359770_table_2,False,13,9,0,0.9632357496481675,1.0,1.0,1.0,0.9684348371293809,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9409301871927376,1.0,1.0,1.0,0.0,0.0,0.0,0.9409301871927376,1.0,1.0,117,117
PMC4361686_table_2,False,17,6,0,0.761393385774949,0.8823529411764706,0.75,0.8108108108108107,0.9212125341097513,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.727466402684941,0.8627450980392157,0.7333333333333333,0.7927927927927927,0.0,0.0,0.0,0.727466402684941,0.8627450980392157,0.7927927927927927,102,120
PMC4367084_table_0,False,11,11,0,0.9184979200363159,1.0,1.0,1.0,0.8998532674529336,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8443236602239372,1.0,1.0,1.0,0.0,0.0,0.0,0.8443236602239372,1.0,1.0,121,121
