model,detected,iou,max_norm,max_snap,grid_err
v1.0,0,0.0,56.92074040669029,8.410111035156262,1.0
v1.0,1,0.9530543684959412,0.01754366294380815,1.1644069702148414,0.0
v1.0,1,0.9567369818687439,0.0164973934251563,0.5396610839843703,0.0
v1.0,1,0.968196451663971,0.012047772329997288,0.7699383300781051,0.0
v1.0,1,0.9678382873535156,0.012516436518974433,0.9820471191406455,0.0
v1.0,1,0.951797366142273,0.023154942112164126,1.0010290527343955,0.0
v1.0,1,0.8905305862426758,0.04402022064745447,4.017498095703104,0.0
v1.0,1,0.9457540512084961,0.022075842565325018,1.241174511718782,0.0
v1.0,1,0.9585459232330322,0.0300584144399477,0.4198619445800773,0.0
v1.0,1,0.9093272089958191,0.051718017345955124,3.475176660156251,0.0
v1.0,1,0.9397290349006653,0.03604701375205345,5.627784155273446,0.0
v1.0,1,0.9205671548843384,0.059331274249741335,4.939132788085942,0.0
v1.0,1,0.9117168188095093,0.0732037588288504,6.093971350097661,0.0
v1.0,1,0.9669724702835083,0.0185235005736055,1.8871279296874945,0.0
v1.0,1,0.9642325043678284,0.015009334400528913,0.48045629882813046,0.0
v1.0,1,0.8208226561546326,0.20469176907395745,7.408984765624993,1.0
v1.0,1,0.9767597317695618,0.013945060224975705,2.785731176757821,0.0
v1.0,1,0.9761078953742981,0.008591420802225889,1.2403797851562217,0.0
v1.0,1,0.9470735192298889,0.02354591353025472,1.6813524658203107,0.0
v1.0,1,0.9487199783325195,0.022585938168384913,2.412286608886717,0.0
v1.0,1,0.8033079504966736,0.1347597192828045,14.390262719726564,0.0
v1.0,1,0.9538357853889465,0.014786741489242044,1.5789977539062647,0.0
v1.0,1,0.9637657403945923,0.02024912023443059,2.402536621093759,0.0
v1.0,1,0.9643521904945374,0.014614940938085262,0.42619213867187966,0.0
v1.0,1,0.9861127734184265,0.0050233891073613824,0.42473809814453034,0.0
v1.0,1,0.9557204246520996,0.019970639067307276,2.1296509765624876,0.0
v1.0,1,0.9617032408714294,0.015236985878687867,0.7900759277343923,0.0
v1.0,1,0.9625353217124939,0.015405378692632598,0.8783795410156188,0.0
v1.0,1,0.8632401823997498,0.07447670893333218,6.855850195312485,0.0
v1.0,1,0.8921667337417603,0.06053478183298464,3.0577544921874846,0.0
v1.0,1,0.8852831721305847,0.07232457673522788,2.8261527343750004,0.0
v1.0,1,0.9001251459121704,0.08062819968315879,1.0026922912597627,0.0
v1.0,1,0.9691876173019409,0.01216616201960108,0.4396402221679665,0.0
v1.0,1,0.9502221345901489,0.02611819210025156,0.8062478881835915,0.0
v1.0,1,0.951158881187439,0.019261169104582757,0.6937443481445342,0.0
v1.0,1,0.936136782169342,0.03490159617730058,1.0496724853515502,0.0
v1.0,1,0.9424774646759033,0.027634348903996103,0.8329540283203016,0.0
v1.0,1,0.9453269839286804,0.021437292310071476,1.2066685424804717,0.0
v1.0,1,0.9712488055229187,0.012794168884551375,0.9077526794433624,0.0
v1.0,1,0.9749321937561035,0.00857026928333704,0.7203045654297,0.0
v1.0,1,0.9374509453773499,0.029566828681166106,1.992490844726575,0.0
v1.0,1,0.9199415445327759,0.05453350089740194,6.98046262207032,0.0
v1.0,1,0.8690488338470459,0.0666705228250414,7.716205566406245,1.0
v1.0,1,0.960270345211029,0.020768003443765077,1.4849247070312686,0.0
v1.0,1,0.9801881909370422,0.012640743922724908,0.3564993164062571,0.0
v1.0,1,0.9855318665504456,0.0062895495636096956,0.40934464111327884,0.0
v1.0,1,0.9646782875061035,0.0207966532199872,1.129397607421879,0.0
v1.0,1,0.9894168376922607,0.004315779830950622,0.4604144531249972,0.0
v1.0,1,0.953785240650177,0.01731230096855132,1.488251855468775,0.0
v1.0,1,0.9798526167869568,0.010024397345981284,0.7732532714843501,0.0
v1.0,1,0.9621073603630066,0.017983259173514267,1.6716745117187202,0.0
v1.0,1,0.7291480898857117,0.28135402399984233,10.660250750732423,0.0
v1.0,1,0.884454071521759,0.08612357063319338,3.2631445800781265,0.0
v1.0,1,0.7190811634063721,0.2491835297362676,3.230639544677736,0.0
v1.0,0,0.0,1.8116004586708028,2.3291350280761733,1.0
v1.0,1,0.6873610019683838,0.20373487890712386,27.932730029296863,0.0
v1.0,1,0.9770035743713379,0.007379039675328638,1.842749267578128,0.0
v1.0,1,0.955807089805603,0.015068666736882563,1.194190332031269,0.0
v1.0,1,0.9649295806884766,0.012214141750627634,1.2994704589843877,0.0
v1.0,1,0.9630472660064697,0.012766993350346853,0.9621704101562045,0.0
v1.0,1,0.9735662341117859,0.011304702083387021,0.3389127075195262,0.0
v1.0,1,0.9762095212936401,0.008586494759317007,0.430829541015612,0.0
v1.0,1,0.9779526591300964,0.00911478472457521,0.833875195312487,0.0
v1.0,1,0.964531660079956,0.01970670327440295,0.9713493164063038,0.0
v1.0,1,0.969149112701416,0.008926726780010247,1.3140449707031223,0.0
v1.0,1,0.9815757870674133,0.006661663254694391,0.7625274414062346,0.0
v1.0,1,0.9759472012519836,0.011871571941451546,0.648097070312474,0.0
v1.0,1,0.9767246842384338,0.011628140237313057,0.7779365356445282,0.0
v1.0,1,0.9812175035476685,0.01099139257696936,0.949136425781262,0.0
v1.0,1,0.9679638147354126,0.017204462741566243,0.7770602050781292,0.0
v1.0,1,0.9787936806678772,0.015394049847188264,0.2635365234375513,0.0
v1.0,1,0.9878965020179749,0.005847899930635781,0.8599443359374845,0.0
v1.0,1,0.9626650214195251,0.014327447581017977,3.7638139648437345,0.0
v1.0,1,0.8880184888839722,0.08781197742864182,5.894466796875008,0.0
v1.0,1,0.9541367292404175,0.029080388453554595,1.1399570434570307,0.0
v1.0,1,0.8394017815589905,0.08486169064757876,5.435747705078143,0.0
v1.0,1,0.9149206280708313,0.035664851395596595,1.9635711914062455,0.0
v1.0,1,0.9554930329322815,0.01760330952936295,1.036787402343748,0.0
v1.0,0,0.375282883644104,0.5767355293579792,5.251952709960932,1.0
v1.0,1,0.9755229949951172,0.01218605050689381,2.6316312255859486,0.0
v1.0,0,0.3758622407913208,0.5192607189531118,12.630510595703129,1.0
v1.0,0,0.0,,,
v1.0,0,0.0,,,
v1.0,1,0.9720761775970459,0.011700767987843943,1.0747396972656134,0.0
v1.0,1,0.9778195023536682,0.014949529549231481,1.8858053710937384,0.0
v1.0,1,0.9666045308113098,0.01715580845872915,0.8375071105957019,0.0
v1.0,1,0.9844286441802979,0.0063239740491459594,0.5917745361328173,0.0
v1.0,1,0.954602837562561,0.02883840621468308,2.072656628417974,0.0
v1.0,1,0.9636628031730652,0.012216984095853377,2.87176704101563,0.0
v1.0,1,0.963392436504364,0.017560956793959522,1.874382714843705,0.0
v1.0,1,0.9773645401000977,0.007770388001719111,0.41706250000004275,0.0
v1.0,1,0.9729933142662048,0.015332594496026811,0.6305984619140759,0.0
v1.0,1,0.9690751433372498,0.01638602064253659,1.4601730468750134,0.0
v1.0,1,0.9813845753669739,0.00932308637909688,0.9787658203125034,0.0
v1.0,1,0.9631752371788025,0.012765303977915289,2.10091406250001,0.0
v1.0,1,0.9699984192848206,0.013888584725230056,0.455760852050787,0.0
v1.0,1,0.9675463438034058,0.012233938604346356,0.9357788574218944,0.0
v1.0,1,0.9554983377456665,0.021249459434847958,0.8885376464843944,0.0
v1.0,1,0.9378569722175598,0.03912756831470142,1.2727258911132822,0.0
v1.0,1,0.9740670323371887,0.014085552551609965,0.9176596557617245,0.0
